Id,SalePrice
1461,130977.68994933815
1462,153149.92936480234
1463,176296.26924085003
1464,189873.31949364918
1465,179425.20922549246
1466,167498.84580073995
1467,176764.69257433392
1468,163377.97898696744
1469,171375.12326237012
1470,108527.11970149695
1471,207722.45119888696
1472,98992.76387330037
1473,95758.3482460995
1474,150117.41323240512
1475,113043.76708037242
1476,402497.3196192797
1477,247846.2368552726
1478,270879.2400885961
1479,262714.28951905563
1480,424309.15650436014
1481,306403.63348004565
1482,210208.74739154807
1483,177630.547637253
1484,162615.21196818934
1485,174929.94653460628
1486,206033.8534116177
1487,347767.7843303446
1488,228524.23306892448
1489,184535.97839194915
1490,243224.9652910152
1491,179028.04501812442
1492,87154.5833912496
1493,174877.76621132466
1494,266294.596928473
1495,267965.1805519181
1496,234981.60207531022
1497,180450.11184047206
1498,167872.36011878718
1499,165795.71234232892
1500,156618.03634985714
1501,165153.56962983822
1502,135847.2612150805
1503,303972.18659812486
1504,238881.8601162291
1505,216432.49090945302
1506,179716.9399728376
1507,224526.11112926563
1508,197288.055667083
1509,168817.1139513885
1510,142525.17253359637
1511,158445.914333212
1512,176617.61334700708
1513,143918.16721929502
1514,159285.6399285994
1515,207766.7307186637
1516,155330.78648106154
1517,159462.83598521593
1518,130241.60684703906
1519,210359.88640888064
1520,139075.01955094296
1521,142298.5775871968
1522,173766.31442289078
1523,115263.27851800952
1524,129681.58399590166
1525,130344.15773972914
1526,106593.68047856828
1527,95018.60934279887
1528,128639.03693998007
1529,152327.2310133036
1530,166468.17717678854
1531,90898.198914133
1532,90751.99252237601
1533,145296.71157058392
1534,123507.54732040588
1535,150288.94587817267
1536,112972.1541129938
1537,52822.65282465666
1538,138621.86334790505
1539,204223.41625682337
1540,83839.43037762579
1541,138627.1880349667
1542,137050.34416162106
1543,207177.96476587927
1544,79320.56765427173
1545,110998.51989214476
1546,122671.90668935605
1547,138263.27360379297
1548,142273.58635713163
1549,121640.30947741916
1550,141255.6047855877
1551,118500.66931403852
1552,135059.96744026415
1553,136468.61443293517
1554,115647.55811194007
1555,182302.64470299188
1556,103761.81898270521
1557,107753.71308252098
1558,104208.07092291626
1559,78113.79371322051
1560,126334.94418358034
1561,104091.33043338303
1562,132010.12042025756
1563,110979.29375151765
1564,172664.56604342902
1565,152718.5309743543
1566,239609.2825234126
1567,78235.11870920114
1568,239887.7848342024
1569,113587.06675231551
1570,140892.69321440053
1571,134967.79720951326
1572,147374.4617916178
1573,259722.27469024705
1574,112153.19753477817
1575,226657.96407045276
1576,248372.38739323526
1577,187875.68359400777
1578,142739.98375577247
