Id,SalePrice
1461,130477.93006133343
1462,157578.60483493158
1463,183566.62556549636
1464,191187.94678452544
1465,202223.80398596267
1466,176474.83102191542
1467,171829.7467688812
1468,159800.36647077897
1469,197794.1921196404
1470,124058.6223943442
1471,207621.9287695592
1472,99476.2089942032
1473,97246.1418272985
1474,163764.6335044387
1475,130686.918837416
1476,386537.57470784604
1477,268300.494554492
1478,296932.6885207445
1479,248045.57840221978
1480,499276.8875618894
1481,290783.4969629953
1482,196190.8434592185
1483,168517.95428494425
1484,170010.26493899775
1485,176124.8419603227
1486,192833.62763963224
1487,321915.3576353405
1488,241595.64534064758
1489,200388.6530765837
1490,209945.3656910621
1491,186463.8367182572
1492,102661.8226939315
1493,187341.66197322818
1494,267358.6835077505
1495,269526.1081717685
1496,230421.4181678837
1497,184502.48259429177
1498,156192.37883674007
1499,156214.63040916418
1500,150109.98708745348
1501,172577.02290481183
1502,153243.95434562545
1503,292104.212390959
1504,234663.7082558816
1505,215598.45799463688
1506,193750.35258937266
1507,246308.30969313774
1508,185557.9466410172
1509,159537.65655592832
1510,142041.9246839943
1511,142533.56017525747
1512,171601.49089380787
1513,144326.52611123957
1514,156155.25959910752
1515,228574.00252150878
1516,149624.77216457084
1517,182590.24718145496
1518,135117.6163449491
1519,233485.70410525028
1520,138417.60910413702
1521,143251.81703113893
1522,176012.2692752418
1523,113932.84992331626
1524,119636.72868095347
1525,122830.47653169525
1526,124685.3839731704
1527,121343.01725524383
1528,137515.49120936525
1529,138118.87254978137
1530,170330.07248375283
1531,114922.34411220643
1532,95824.0038919804
1533,144767.02752474867
1534,128595.13424601764
1535,164728.1469892149
1536,117388.19381195997
1537,89432.20330646183
1538,139897.6510046585
1539,184584.8767399416
1540,94942.59704701419
1541,138055.72794144088
1542,138539.4389290992
1543,216856.65259640972
1544,66457.78113967269
1545,108923.74466232078
1546,132798.39687443964
1547,122719.0824527326
1548,133517.51354098492
1549,112472.36554628117
1550,137888.43877869804
1551,129939.25649440307
1552,139908.89823991733
1553,134629.12926036012
