Id,SalePrice
1461,115274.33976320858
1462,157048.98445702626
1463,177637.52047778264
1464,192434.34113526315
1465,183855.13533604576
1466,167206.7110952584
1467,186151.53091864934
1468,161497.8655948462
1469,192553.31678720028
1470,120084.61664380218
1471,195696.10607157808
1472,92990.87913415497
1473,91949.7201183226
1474,164488.68869153433
1475,127207.1472624919
1476,371339.6276675619
1477,236497.9673565589
1478,290064.7593967388
1479,249680.47780460367
1480,506190.53368109924
1481,339492.4887899533
1482,189936.98905145988
1483,168822.78706407774
1484,172456.50755816424
1485,179609.92724553542
1486,192332.91857556257
1487,308599.00114806433
1488,230271.71550503673
1489,185730.3388745544
1490,211083.66170297854
1491,189543.30552031353
1492,101791.41721423615
1493,169710.7430080619
1494,292409.50363071164
1495,294312.3344053223
1496,226666.54725629932
1497,186280.61226590676
1498,163408.1880838475
1499,168185.4876150892
1500,159700.3365356916
1501,175638.0963172062
1502,142987.92462094215
1503,299549.3786945395
1504,225872.42966582504
1505,215210.3035853622
1506,186532.71499094617
1507,259176.65321004973
1508,185643.6112859842
1509,165460.18805782634
1510,150024.180723426
1511,143986.07040555865
1512,184120.86425002437
1513,141465.87906699246
1514,132989.54503612846
1515,214996.34791380167
1516,148364.39605958862
1517,163284.74293713644
1518,131841.37126784865
1519,216778.0153828557
1520,129034.46568507265
1521,136730.28312323877
1522,181101.6806610709
1523,105646.06233251083
1524,128857.63426863644
1525,118668.8303469207
1526,110298.76791915466
1527,102336.18310757683
1528,132554.85441791647
1529,165800.24404317787
1530,177359.6740970739
1531,96922.25499159678
1532,104027.49504056585
1533,150953.4392725067
1534,121316.90415013688
1535,134215.94531459006
1536,103808.50218504464
1537,64586.21635781824
1538,119921.7081701106
1539,195925.18711593942
1540,80735.56253911903
1541,141749.72180814025
1542,140333.14542522872
1543,192263.51289509103
1544,94681.26544008497
1545,107749.3349258519
1546,149469.4335132349
1547,136366.4027216204
1548,141902.8619482975
1549,110713.48219100099
1550,139902.84013059238
1551,110082.42566992348
1552,136113.69417231317
1553,134558.57057763927
1554,124003.71912501309
1555,156721.28174867496
1556,85987.05758823169
1557,112483.32842752803
1558,94573.98476777055
1559,85363.94454800381
1560,147409.35829451025
1561,106533.55886414707
1562,133632.1295376844
1563,123209.78024929471
1564,160137.23267082268
1565,163901.2870893083
1566,222821.2744533898
1567,82642.638446456
1568,217694.52885666082
1569,114854.37294453417
1570,137574.72512689332
1571,136089.37058282396
1572,147703.66555117528
1573,255447.83350070403
1574,110559.1374392154
1575,222936.77715265946
1576,218750.8124681672
1577,179923.04729321974
1578,143485.07612439242
1579,136191.1136725127
1580,194719.3974199816
1581,136280.14229881534
1582,134865.18071809286
1583,329566.33920322126
1584,223451.2527634354
1585,142620.14482692996
1586,58141.07100812067
1587,95892.10005764315
1588,153016.20318741747
1589,96683.62346174687
1590,142962.5915495469
1591,101763.0858835747
1592,118955.58092031298
1593,126946.95490638741
1594,113665.92996136207
1595,133526.65477306084
1596,246441.89728872394
1597,169550.42962220736
1598,214387.37136201543
1599,169626.00317887557
